audit_name,settings,operator,map,remediation
18.10.9.1.11 (BL) Ensure 'Configure use of passwords for fixed data drives' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Fixed Data Drives\Configure use of passwords for fixed data drives"
18.10.9.1.12 (BL) Ensure 'Configure use of smart cards on fixed data drives' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Fixed Data Drives\Configure use of smart cards on fixed data drives"
18.10.9.1.13 (BL) Ensure 'Configure use of smart cards on fixed data drives: Require use of smart cards on fixed data drives' is set to 'Enabled: True' (Automated),Enabled: True,==,"{""1"":""Enabled: True"",""0"":""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: True (checked): Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Fixed Data Drives\Configure use of smart cards on fixed data drives: Require use of smart cards on fixed data drives"
18.10.9.2.1 (BL) Ensure 'Allow enhanced PINs for startup' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\Allow enhanced PINs for startup"
18.10.9.2.2 (BL) Ensure 'Allow Secure Boot for integrity validation' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\Allow Secure Boot for integrity validation"
18.10.9.2.3 (BL) Ensure 'Choose how BitLocker-protected operating system drives can be recovered' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\Choose how BitLocker-protected operating system drives can be recovered"
18.10.9.2.4 (BL) Ensure 'Choose how BitLocker-protected operating system drives can be recovered: Allow data recovery agent' is set to 'Enabled: False' (Automated),Enabled: False,==,"{""1"":""Disabled"",""0"":""Enabled: False""}","To establish the recommended configuration via GP, set the following UI path to Enabled: False (unchecked): Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\Choose how BitLocker-protected operating system drives can be recovered: Allow data recovery agent"
18.10.9.2.5 (BL) Ensure 'Choose how BitLocker-protected operating system drives can be recovered: Recovery Password' is set to 'Enabled: Require 48-digit recovery password' (Automated),Enabled: Require 48-digit recovery password,==,"{""0"":""Allow or not require 48-digit recovery password"",""1"":""Enabled: Require 48-digit recovery password""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Require 48-digit recovery password: Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\Choose how BitLocker-protected operating system drives can be recovered: Recovery Password"
18.10.9.2.6 (BL) Ensure 'Choose how BitLocker-protected operating system drives can be recovered: Recovery Key' is set to 'Enabled: Do not allow 256-bit recovery key' (Automated),Enabled: Do not allow 256-bit recovery key,==,"{""0"":""Enabled: Do not allow 256-bit recovery key"",""1"":""Allow 256-bit recovery key""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Do not allow 256-bit recovery key: Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\Choose how BitLocker-protected operating system drives can be recovered: Recovery Key"
18.10.9.2.7 (BL) Ensure 'Choose how BitLocker-protected operating system drives can be recovered: Omit recovery options from the BitLocker setup wizard' is set to 'Enabled: True' (Automated),Enabled: True,==,"{""0"":""Disabled"",""1"":""Enabled: True""}","To establish the recommended configuration via GP, set the following UI path to Enabled: True (checked): Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\Choose how BitLocker-protected operating system drives can be recovered: Omit recovery options from the BitLocker setup wizard"
18.10.9.2.8 (BL) Ensure 'Choose how BitLocker-protected operating system drives can be recovered: Save BitLocker recovery information to AD DS for operating system drives' is set to 'Enabled: True' (Automated),Enabled: True,==,"{""0"":""Disabled"",""1"":""Enabled: True""}","To establish the recommended configuration via GP, set the following UI path to Enabled: True (checked): Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\Choose how BitLocker-protected operating system drives can be recovered: Save BitLocker recovery information to AD DS for operating system drives"
18.10.9.2.9 (BL) Ensure 'Choose how BitLocker-protected operating system drives can be recovered: Configure storage of BitLocker recovery information to AD DS:' is set to 'Enabled: Store recovery passwords and key packages' (Automated),Enabled: Store recovery passwords and key packages,==,"{""0"":""Backup recovery password only"",""1"":""Enabled: Store recovery passwords and key packages""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Store recovery passwords and key packages: Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\Choose how BitLocker-protected operating system drives can be recovered: Configure storage of BitLocker recovery information to AD DS:"
18.10.9.2.10 (BL) Ensure 'Choose how BitLocker-protected operating system drives can be recovered: Do not enable BitLocker until recovery information is stored to AD DS for operating system drives' is set to 'Enabled: True' (Automated),Enabled: True,==,"{""0"":""Disabled"",""1"":""Enabled: True""}","To establish the recommended configuration via GP, set the following UI path to Enabled: True (checked): Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\Choose how BitLocker-protected operating system drives can be recovered: Do not enable BitLocker until recovery information is stored to AD DS for operating system drives"
18.10.9.2.11 (BL) Ensure 'Configure use of hardware-based encryption for operating system drives' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\Configure use of hardware-based encryption for operating system drives"
18.10.9.2.12 (BL) Ensure 'Configure use of passwords for operating system drives' is set to 'Disabled' (Automated),Disabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\Configure use of passwords for operating system drives"
18.10.9.2.13 (BL) Ensure 'Require additional authentication at startup' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\Require additional authentication at startup"
18.10.9.2.14 (BL) Ensure 'Require additional authentication at startup: Allow BitLocker without a compatible TPM' is set to 'Enabled: False' (Automated),Enabled: False,==,"{""0"":""Enabled: False"",""1"":""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: False (unchecked): Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\Require additional authentication at startup: Allow BitLocker without a compatible TPM"
18.10.9.3.1 (BL) Ensure 'Allow access to BitLocker-protected removable data drives from earlier versions of Windows' is set to 'Disabled' (Automated),Disabled,==,"{"""":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Removable Data Drives\Allow access to BitLocker-protected removable data drives from earlier versions of Windows"
18.10.9.3.2 (BL) Ensure 'Choose how BitLocker-protected removable drives can be recovered' is set to 'Enabled' (Automated),Enabled,==,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Removable Data Drives\Choose how BitLocker-protected removable drives can be recovered"
18.10.9.3.3 (BL) Ensure 'Choose how BitLocker-protected removable drives can be recovered: Allow data recovery agent' is set to 'Enabled: True' (Automated),Enabled: True,==,"{""0"":""Disabled"",""1"":""Enabled: True""}","To establish the recommended configuration via GP, set the following UI path to Enabled: True (checked): Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Removable Data Drives\Choose how BitLocker-protected removable drives can be recovered: Allow data recovery agent"
18.10.9.3.4 (BL) Ensure 'Choose how BitLocker-protected removable drives can be recovered: Recovery Password' is set to 'Enabled: Do not allow 48-digit recovery password' (Automated),Enabled: Do not allow 48-digit recovery password,==,"{""0"":""Enabled: Do not allow 48-digit recovery password"",""1"":""Enabled: Allow 48-digit recovery password""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Do not allow 48-digit recovery password: Computer Configuration\Policies\Administrative Templates\Windows Components\BitLocker Drive Encryption\Removable Data Drives\Choose how BitLocker-protected removable drives can be recovered: Recovery Password"
